epoch	loss total	loss act	loss place	acc act	acc place	lr
1	10.01152347873997	4.465926956486058	5.54559648359144	0.05004222972972973	0.10409628378378379	0.01
2	8.66924896755734	3.985941513164623	4.683307415730244	0.28621199324324326	0.2607685810810811	0.01
3	7.724646697173247	3.545675535459776	4.178971174600962	0.5386402027027027	0.28547297297297297	0.01
4	7.060965022525272	3.146526001595162	3.9144390080426192	0.6652238175675675	0.30194256756756754	0.01
5	6.5802321305146085	2.713353305249601	3.866878812377517	0.7141047297297297	0.30162584459459457	0.0032
6	6.50134175532573	2.392294387559633	4.109047341991115	0.7164273648648649	0.2596072635135135	0.0032
7	6.699463419012122	2.282332368799158	4.417131063100454	0.6944679054054054	0.19541807432432431	0.0032
8	6.918910748249775	2.220128632880546	4.698782121812975	0.6935177364864865	0.14358108108108109	0.0032
9	7.006835989049963	2.1029007499282426	4.90393523912172	0.7235008445945946	0.10694679054054054	0.0032
10	7.0115407995275545	1.9820785361367304	5.029462247281461	0.7497888513513513	0.08023648648648649	0.0032
11	6.9648836238964185	1.855945348739624	5.108938307375522	0.7701646959459459	0.05342060810810811	0.0032
12	6.901444409344648	1.7564207154351312	5.145023655247044	0.7918074324324325	0.0433910472972973	0.0032
13	6.82446441134891	1.6620781325005196	5.162386340063971	0.8060599662162162	0.033994932432432436	0.0032
14	6.76907103770488	1.597145676612854	5.171925325651427	0.8135557432432432	0.030194256756756757	0.0032
15	6.7098570772119475	1.5405461433771495	5.1693109048379435	0.8184121621621622	0.02977195945945946	0.0032
16	6.623203174487965	1.4601980544425346	5.16300512004543	0.8396326013513513	0.03272804054054054	0.0032
17	6.572492367512471	1.4158824102298633	5.156609934729499	0.8443834459459459	0.03146114864864865	0.00032
18	6.588773946504335	1.4303407959035925	5.158433128047633	0.8402660472972973	0.033150337837837836	0.00032
19	6.572341957607785	1.4103572658590369	5.161984688526875	0.8452280405405406	0.033467060810810814	0.00032
20	6.557694100044869	1.3933863800925177	5.164307723174224	0.8463893581081081	0.03125	0.00032
21	6.554517810409133	1.3876489014238924	5.166868918650859	0.8453336148648649	0.033361486486486486	0.00032
22	6.549931049346924	1.385868078953511	5.164062951062177	0.8480785472972973	0.033361486486486486	0.00032
23	6.558644346288733	1.3924405896985852	5.166203769477638	0.8464949324324325	0.03177787162162162	0.00032
24	6.538004166371113	1.3728207414214675	5.165183402396537	0.8470228040540541	0.033255912162162164	0.00032
25	6.5363716821412785	1.3696746310672245	5.166697025299072	0.8520903716216216	0.03146114864864865	0.00032
26	6.536130067464468	1.3639974851866026	5.172132517840411	0.8515625	0.03420608108108108	0.00032
27	6.5421816980516585	1.3685137516743429	5.173667907714844	0.8548353040540541	0.028505067567567568	0.00032
28	6.541667268082902	1.367829316371196	5.17383793238047	0.8495565878378378	0.03051097972972973	3.2000000000000005e-05
29	6.542952060699463	1.3599406899632633	5.183011402954927	0.8559966216216216	0.03230574324324324	3.2000000000000005e-05
30	6.53051960146105	1.3593581173871014	5.171161445411476	0.8533572635135135	0.033044763513513514	3.2000000000000005e-05
31	6.541409144530425	1.3691733141203184	5.172235862628834	0.8509290540540541	0.03410050675675676	3.2000000000000005e-05
32	6.547995541546796	1.367424101442904	5.180571478766364	0.8540962837837838	0.03209459459459459	3.2000000000000005e-05
33	6.5348502236443595	1.361233063646265	5.173617195438695	0.8470228040540541	0.033467060810810814	3.2000000000000005e-05
34	6.524339392378524	1.3484725468867533	5.17586681005117	0.8537795608108109	0.031144425675675675	3.2000000000000005e-05
35	6.525566590798868	1.345221090961147	5.180345509503339	0.8572635135135135	0.033783783783783786	3.2000000000000005e-05
36	6.536340326876254	1.3572848809731972	5.179055433015566	0.8495565878378378	0.032939189189189186	3.2000000000000005e-05
37	6.534989846719278	1.3538324285197902	5.181157434308851	0.8546241554054054	0.03188344594594594	3.2000000000000005e-05
38	6.534005899687071	1.3597916944606885	5.1742141311233105	0.8501900337837838	0.03177787162162162	3.2000000000000005e-05
39	6.53097763577023	1.358242872599009	5.172734750283731	0.8517736486486487	0.03156672297297297	3.2000000000000007e-06
40	6.5314139804324585	1.3576751399684597	5.173738840463999	0.8508234797297297	0.030405405405405407	3.2000000000000007e-06
41	6.534511501724656	1.354517769169163	5.179993732555492	0.8532516891891891	0.03146114864864865	3.2000000000000007e-06
42	6.536684590416986	1.3626944857674677	5.173990107871391	0.8495565878378378	0.032622466216216214	3.2000000000000007e-06
43	6.528605151820827	1.3547787086383716	5.1738264882886735	0.8558910472972973	0.033361486486486486	3.2000000000000007e-06
44	6.523280904099748	1.3480757829305288	5.175205088950492	0.8547297297297297	0.03209459459459459	3.2000000000000007e-06
45	6.5262323585716455	1.3495757064303837	5.17665669724748	0.85546875	0.03177787162162162	3.2000000000000007e-06
46	6.541350841522217	1.3634856713784707	5.177865170143746	0.8537795608108109	0.03146114864864865	3.2000000000000007e-06
47	6.545229576729439	1.3706350777600262	5.174594492525668	0.8457559121621622	0.030827702702702704	3.2000000000000007e-06
48	6.518673651927227	1.3509713024706453	5.16770230112849	0.8523015202702703	0.033994932432432436	3.2000000000000007e-06
49	6.528664176528518	1.3555361515766866	5.173128012064341	0.8544130067567568	0.032833614864864864	3.2000000000000007e-06
50	6.534367380915461	1.356418719162812	5.177948668196395	0.8502956081081081	0.030827702702702704	3.200000000000001e-07
51	6.529423417271794	1.3553681373596191	5.174055267024684	0.850612331081081	0.032622466216216214	3.200000000000001e-07
52	6.538687551343763	1.3580471792736568	5.180640388179469	0.852512668918919	0.031144425675675675	3.200000000000001e-07
53	6.530458991591995	1.3540840406675596	5.176374950924435	0.8504011824324325	0.03209459459459459	3.200000000000001e-07
54	6.521833767762056	1.3514145516060494	5.170419229043497	0.8514569256756757	0.032833614864864864	3.200000000000001e-07
55	6.5280851931185335	1.34921788524937	5.178867314312909	0.8533572635135135	0.03093327702702703	3.200000000000001e-07
56	6.54469734913594	1.3656948514886804	5.179002465428533	0.8464949324324325	0.030827702702702704	3.200000000000001e-07
57	6.520031297529066	1.3460977399671399	5.173933531786944	0.8536739864864865	0.033467060810810814	3.200000000000001e-07
58	6.529576752636884	1.3509299046284444	5.1786468995584025	0.8581081081081081	0.03103885135135135	3.200000000000001e-07
59	6.5417115752761426	1.3671472491444767	5.174564310022302	0.8546241554054054	0.033467060810810814	3.200000000000001e-07
60	6.5192464364541545	1.347728487607595	5.171517952068432	0.8565244932432432	0.0316722972972973	3.200000000000001e-07
61	6.522460795737602	1.3515682639302433	5.17089252214174	0.8543074324324325	0.03431165540540541	3.2000000000000015e-08
62	6.524044088415198	1.3481370597272306	5.17590704479733	0.8516680743243243	0.029877533783783782	3.2000000000000015e-08
63	6.515846974140889	1.3383767927015149	5.177470181439374	0.855785472972973	0.033150337837837836	3.2000000000000015e-08
64	6.521083445162387	1.345067929577183	5.176015493032095	0.8555743243243243	0.032411317567567564	3.2000000000000015e-08
65	6.528031052769841	1.3507314082738515	5.177299654161608	0.8505067567567568	0.03220016891891892	3.2000000000000015e-08
66	6.525242070893984	1.3462982822108913	5.178943801570583	0.8547297297297297	0.03198902027027027	3.2000000000000015e-08
67	6.529734598623739	1.3511396098781276	5.178594988745612	0.856418918918919	0.03251689189189189	3.2000000000000015e-08
68	6.5317414902352	1.3597578937942918	5.171983589997163	0.8488175675675675	0.03146114864864865	3.2000000000000015e-08
69	6.5263270816287475	1.3524859563724414	5.173841089815707	0.8544130067567568	0.03072212837837838	3.2000000000000015e-08
70	6.525536794920225	1.3497935243555017	5.175743270564723	0.8543074324324325	0.033467060810810814	3.2000000000000015e-08
71	6.539402858631031	1.3635691565436285	5.175833689199911	0.848606418918919	0.03135557432432432	3.2000000000000015e-08
72	6.524694300986625	1.3487461322062724	5.1759481945553345	0.8483952702702703	0.03156672297297297	3.2000000000000018e-09
73	6.5207656267526986	1.34497843884133	5.175787216908223	0.858424831081081	0.03188344594594594	3.2000000000000018e-09
74	6.527074040593328	1.3506472819560282	5.1764267199748275	0.8521959459459459	0.03093327702702703	3.2000000000000018e-09
75	6.533388369792217	1.35979856993701	5.173589822408315	0.8494510135135135	0.033150337837837836	3.2000000000000018e-09
