epoch	batch	iter	loss total	loss act	loss place	acc act	acc place	lr
5	3	151	6.863499164581299	2.9469480514526367	3.916551113128662	0.6875	0.28125	0.0032
5	4	152	6.500596046447754	2.8952744007110596	3.6053214073181152	0.734375	0.37109375	0.0032
5	5	153	6.557151794433594	2.8602261543273926	3.6969258785247803	0.73828125	0.3203125	0.0032
5	6	154	6.577564716339111	2.828707456588745	3.748857259750366	0.71484375	0.3359375	0.0032
5	7	155	6.698060035705566	2.8685221672058105	3.8295376300811768	0.70703125	0.3203125	0.0032
5	8	156	6.386855602264404	2.786200761795044	3.6006548404693604	0.7421875	0.34375	0.0032
5	9	157	6.527844429016113	2.8305654525756836	3.697279214859009	0.6875	0.33984375	0.0032
5	10	158	6.524731636047363	2.7905569076538086	3.7341747283935547	0.68359375	0.3359375	0.0032
5	11	159	6.8257856369018555	2.8990070819854736	3.926778793334961	0.67578125	0.27734375	0.0032
5	12	160	6.603253364562988	2.75114107131958	3.8521125316619873	0.765625	0.3359375	0.0032
5	13	161	6.690235614776611	2.745676040649414	3.9445595741271973	0.7734375	0.27734375	0.0032
5	14	162	6.718595027923584	2.729548454284668	3.989046573638916	0.69921875	0.2734375	0.0032
5	15	163	6.730849266052246	2.778512716293335	3.952336311340332	0.7109375	0.28125	0.0032
5	16	164	6.563154220581055	2.7213428020477295	3.841811180114746	0.73046875	0.27734375	0.0032
5	17	165	6.532001495361328	2.6759815216064453	3.8560197353363037	0.734375	0.31640625	0.0032
5	18	166	6.635100364685059	2.688857316970825	3.9462428092956543	0.7109375	0.27734375	0.0032
5	19	167	6.539013862609863	2.7824525833129883	3.756561040878296	0.69921875	0.32421875	0.0032
5	20	168	6.643628120422363	2.659419536590576	3.984208583831787	0.734375	0.265625	0.0032
5	21	169	6.822811126708984	2.856844186782837	3.9659667015075684	0.609375	0.2890625	0.0032
5	22	170	6.7589311599731445	2.743422508239746	4.015508651733398	0.6796875	0.27734375	0.0032
5	23	171	6.502148628234863	2.6765308380126953	3.825617551803589	0.72265625	0.28515625	0.0032
5	24	172	6.420007705688477	2.621116876602173	3.7988908290863037	0.734375	0.33203125	0.0032
5	25	173	6.548393249511719	2.680156946182251	3.8682360649108887	0.67578125	0.328125	0.0032
5	26	174	6.42030143737793	2.5612874031066895	3.859013795852661	0.75390625	0.3046875	0.0032
5	27	175	6.491272449493408	2.5908238887786865	3.9004485607147217	0.73046875	0.30859375	0.0032
5	28	176	6.538745880126953	2.5714986324310303	3.967247247695923	0.71484375	0.28125	0.0032
5	29	177	6.6974663734436035	2.640073776245117	4.057392597198486	0.6953125	0.25390625	0.0032
5	30	178	6.862555980682373	2.7077674865722656	4.154788494110107	0.66796875	0.26953125	0.0032
5	31	179	6.3143439292907715	2.53238844871521	3.7819554805755615	0.734375	0.3125	0.0032
5	32	180	6.449560165405273	2.5419013500213623	3.9076590538024902	0.7578125	0.28515625	0.0032
5	33	181	6.557456970214844	2.53347110748291	4.023985862731934	0.734375	0.26953125	0.0032
5	34	182	6.24605655670166	2.4400634765625	3.8059933185577393	0.765625	0.3203125	0.0032
5	35	183	6.242560386657715	2.5011796951293945	3.7413809299468994	0.69140625	0.3046875	0.0032
5	36	184	6.5437116622924805	2.540778875350952	4.002933025360107	0.7109375	0.29296875	0.0032
5	37	185	6.526261329650879	2.493849754333496	4.032411575317383	0.734375	0.2578125	0.0032
6	1	186	6.688697814941406	2.548145294189453	4.140552520751953	0.7109375	0.234375	0.0032
6	2	187	6.393740177154541	2.5006401538848877	3.8931000232696533	0.75	0.31640625	0.0032
6	3	188	6.429949760437012	2.439483404159546	3.9904661178588867	0.7578125	0.2734375	0.0032
6	4	189	6.541585922241211	2.4546263217926025	4.086959362030029	0.76171875	0.2890625	0.0032
6	5	190	6.248131275177002	2.4021663665771484	3.8459649085998535	0.75	0.28125	0.0032
6	6	191	6.568086624145508	2.4885094165802	4.079577445983887	0.75390625	0.3125	0.0032
6	7	192	6.54489278793335	2.4739904403686523	4.070902347564697	0.7109375	0.26171875	0.0032
6	8	193	6.455680847167969	2.5098774433135986	3.945803165435791	0.7109375	0.30859375	0.0032
6	9	194	6.602590560913086	2.407824754714966	4.194765567779541	0.71484375	0.2578125	0.0032
6	10	195	6.696905136108398	2.407400608062744	4.289504528045654	0.71875	0.23828125	0.0032
6	11	196	6.385797500610352	2.4632787704467773	3.9225189685821533	0.7421875	0.32421875	0.0032
6	12	197	6.299764633178711	2.3999600410461426	3.8998045921325684	0.6953125	0.29296875	0.0032
6	13	198	6.318576812744141	2.4201488494873047	3.898427724838257	0.6953125	0.296875	0.0032
6	14	199	6.76724100112915	2.443779468536377	4.323461532592773	0.73046875	0.23828125	0.0032
6	15	200	6.252919673919678	2.438798427581787	3.8141212463378906	0.6953125	0.328125	0.0032
6	16	201	6.506771564483643	2.419544219970703	4.0872273445129395	0.6953125	0.26171875	0.0032
6	17	202	6.458223819732666	2.3653712272644043	4.092852592468262	0.71484375	0.25	0.0032
6	18	203	6.6118059158325195	2.3976850509643555	4.214120864868164	0.69140625	0.21875	0.0032
6	19	204	6.819618225097656	2.5002989768981934	4.319319248199463	0.66015625	0.21484375	0.0032
6	20	205	6.3243560791015625	2.314917802810669	4.0094380378723145	0.703125	0.2734375	0.0032
6	21	206	6.40354061126709	2.3929574489593506	4.01058292388916	0.69140625	0.27734375	0.0032
6	22	207	6.668392181396484	2.3637235164642334	4.304668426513672	0.734375	0.22265625	0.0032
6	23	208	6.425961494445801	2.376788377761841	4.049172878265381	0.69140625	0.32421875	0.0032
6	24	209	6.294374465942383	2.30081844329834	3.993556261062622	0.734375	0.28515625	0.0032
6	25	210	6.2171173095703125	2.33396053314209	3.8831570148468018	0.7421875	0.2890625	0.0032
6	26	211	6.560416221618652	2.4690935611724854	4.091322422027588	0.65234375	0.2890625	0.0032
6	27	212	6.351995468139648	2.3056132793426514	4.046381950378418	0.71875	0.27734375	0.0032
6	28	213	6.592569351196289	2.3716509342193604	4.220918655395508	0.69921875	0.203125	0.0032
6	29	214	6.424508094787598	2.3178069591522217	4.106700897216797	0.71484375	0.22265625	0.0032
6	30	215	6.496681213378906	2.315046787261963	4.181634426116943	0.72265625	0.21875	0.0032
6	31	216	6.840857982635498	2.3399205207824707	4.500937461853027	0.69921875	0.17578125	0.0032
6	32	217	6.3658599853515625	2.250720262527466	4.115139961242676	0.7421875	0.26171875	0.0032
6	33	218	6.794574737548828	2.4166018962860107	4.3779730796813965	0.71875	0.23828125	0.0032
6	34	219	6.641973495483398	2.297711133956909	4.344262599945068	0.7265625	0.2109375	0.0032
6	35	220	6.584555625915527	2.2595505714416504	4.325005054473877	0.73046875	0.2265625	0.0032
6	36	221	6.437414646148682	2.3298134803771973	4.107601165771484	0.70703125	0.20703125	0.0032
6	37	222	6.533515930175781	2.276667594909668	4.256848335266113	0.71875	0.203125	0.0032
7	1	223	6.341153144836426	2.171828031539917	4.169325351715088	0.74609375	0.24609375	0.0032
7	2	224	6.675891876220703	2.278057098388672	4.397834777832031	0.703125	0.1953125	0.0032
7	3	225	6.655302047729492	2.35067081451416	4.304631233215332	0.69140625	0.234375	0.0032
7	4	226	6.624669075012207	2.370356321334839	4.254312992095947	0.69140625	0.23828125	0.0032
7	5	227	6.387080192565918	2.259563446044922	4.127516746520996	0.6953125	0.25	0.0032
7	6	228	6.662224292755127	2.3039278984069824	4.3582963943481445	0.69921875	0.22265625	0.0032
7	7	229	6.5695929527282715	2.2558441162109375	4.313748836517334	0.703125	0.2265625	0.0032
7	8	230	6.44881534576416	2.2306904792785645	4.218124866485596	0.7421875	0.21875	0.0032
7	9	231	6.895778656005859	2.460921049118042	4.434857368469238	0.609375	0.2265625	0.0032
7	10	232	6.584746360778809	2.278961420059204	4.305785179138184	0.6875	0.21875	0.0032
7	11	233	6.748919486999512	2.3387529850006104	4.4101667404174805	0.6484375	0.1953125	0.0032
7	12	234	6.649429798126221	2.2926106452941895	4.356819152832031	0.6953125	0.21875	0.0032
7	13	235	6.636666297912598	2.3250362873077393	4.3116302490234375	0.6796875	0.23828125	0.0032
7	14	236	6.8442487716674805	2.3651604652404785	4.479088306427002	0.63671875	0.16796875	0.0032
7	15	237	6.592344760894775	2.269990921020508	4.322353839874268	0.71484375	0.22265625	0.0032
7	16	238	6.7387189865112305	2.338050603866577	4.400668621063232	0.73828125	0.20703125	0.0032
7	17	239	6.655607223510742	2.2528772354125977	4.4027299880981445	0.68359375	0.1953125	0.0032
7	18	240	6.790338516235352	2.2820851802825928	4.50825309753418	0.6875	0.20703125	0.0032
7	19	241	6.683887481689453	2.2789175510406494	4.404970169067383	0.7578125	0.15625	0.0032
7	20	242	6.604128837585449	2.2352771759033203	4.368851661682129	0.69140625	0.19140625	0.0032
7	21	243	6.671361446380615	2.273556709289551	4.3978047370910645	0.7109375	0.1875	0.0032
7	22	244	6.596772193908691	2.1482603549957275	4.448511600494385	0.73046875	0.1875	0.0032
7	23	245	6.796513080596924	2.302882194519043	4.493630886077881	0.69921875	0.17578125	0.0032
7	24	246	6.902776718139648	2.398770332336426	4.504006385803223	0.64453125	0.15234375	0.0032
7	25	247	6.733304500579834	2.2337632179260254	4.499541282653809	0.69921875	0.17578125	0.0032
7	26	248	6.970472812652588	2.322354316711426	4.648118495941162	0.69921875	0.1875	0.0032
7	27	249	6.7157440185546875	2.2577247619628906	4.458019256591797	0.6640625	0.1875	0.0032
7	28	250	6.793900489807129	2.2674779891967773	4.526422500610352	0.69921875	0.1640625	0.0032
7	29	251	6.574942588806152	2.2151904106140137	4.359752178192139	0.69140625	0.2109375	0.0032
7	30	252	6.7169189453125	2.3210434913635254	4.395875453948975	0.6640625	0.1796875	0.0032
7	31	253	6.699436187744141	2.2460203170776367	4.453415870666504	0.73046875	0.2109375	0.0032
7	32	254	6.696080684661865	2.171344757080078	4.524735927581787	0.7265625	0.1484375	0.0032
7	33	255	6.773149490356445	2.2720630168914795	4.501086235046387	0.6875	0.16015625	0.0032
7	34	256	6.94658899307251	2.3102879524230957	4.636301040649414	0.6796875	0.15625	0.0032
7	35	257	7.015084266662598	2.350755453109741	4.664328575134277	0.671875	0.1171875	0.0032
7	36	258	6.6449408531188965	2.2370972633361816	4.407843589782715	0.671875	0.1875	0.0032
7	37	259	6.842615127563477	2.1781253814697266	4.66448974609375	0.72265625	0.1640625	0.0032
8	1	260	6.6959004402160645	2.226386547088623	4.469513893127441	0.67578125	0.18359375	0.0032
8	2	261	6.751153469085693	2.269784927368164	4.481368541717529	0.68359375	0.171875	0.0032
8	3	262	6.765200614929199	2.1867613792419434	4.578439235687256	0.7109375	0.15625	0.0032
8	4	263	6.926028251647949	2.255211114883423	4.670816898345947	0.69140625	0.1484375	0.0032
8	5	264	6.592336654663086	2.1958224773406982	4.396514415740967	0.7421875	0.2109375	0.0032
8	6	265	6.983038902282715	2.2919297218322754	4.6911091804504395	0.6796875	0.15234375	0.0032
8	7	266	7.052427291870117	2.302009344100952	4.750418186187744	0.66015625	0.1484375	0.0032
8	8	267	6.998747825622559	2.2431204319000244	4.755627632141113	0.69140625	0.14453125	0.0032
8	9	268	6.977087020874023	2.2424826622009277	4.734604358673096	0.6953125	0.13671875	0.0032
8	10	269	6.9561543464660645	2.227409839630127	4.7287445068359375	0.68359375	0.10546875	0.0032
8	11	270	6.979490280151367	2.3074324131011963	4.67205810546875	0.66015625	0.1640625	0.0032
8	12	271	6.8906402587890625	2.1938371658325195	4.696803092956543	0.69921875	0.16015625	0.0032
8	13	272	7.047980785369873	2.3342909812927246	4.713689804077148	0.63671875	0.125	0.0032
8	14	273	6.858595848083496	2.2066218852996826	4.651973724365234	0.70703125	0.16015625	0.0032
8	15	274	7.066558837890625	2.2646830081939697	4.801876068115234	0.6796875	0.11328125	0.0032
8	16	275	6.890483856201172	2.2655704021453857	4.624913215637207	0.66015625	0.15625	0.0032
8	17	276	6.863509178161621	2.1706771850585938	4.692831993103027	0.69140625	0.15625	0.0032
8	18	277	7.0161638259887695	2.240818738937378	4.7753448486328125	0.6953125	0.125	0.0032
8	19	278	6.931431770324707	2.2003085613250732	4.731123447418213	0.703125	0.14453125	0.0032
8	20	279	6.85850715637207	2.278735876083374	4.579771041870117	0.6328125	0.16796875	0.0032
8	21	280	7.011845111846924	2.1954450607299805	4.816400051116943	0.69140625	0.12890625	0.0032
8	22	281	7.0391082763671875	2.2317750453948975	4.807332992553711	0.69921875	0.12109375	0.0032
8	23	282	6.910721302032471	2.231144905090332	4.679576396942139	0.703125	0.14453125	0.0032
8	24	283	6.7948384284973145	2.1829328536987305	4.611905574798584	0.67578125	0.14453125	0.0032
8	25	284	7.1310505867004395	2.312002658843994	4.819047927856445	0.67578125	0.10546875	0.0032
8	26	285	7.037461757659912	2.1753969192504883	4.862064838409424	0.6796875	0.1328125	0.0032
8	27	286	6.844104766845703	2.1710777282714844	4.673027038574219	0.703125	0.16796875	0.0032
8	28	287	6.946689128875732	2.220646858215332	4.7260422706604	0.71484375	0.140625	0.0032
8	29	288	7.004763603210449	2.1954681873321533	4.809295654296875	0.73046875	0.1171875	0.0032
8	30	289	6.766966819763184	2.167912483215332	4.599054336547852	0.73046875	0.140625	0.0032
8	31	290	7.020781517028809	2.2300662994384766	4.790715217590332	0.671875	0.11328125	0.0032
8	32	291	6.909578323364258	2.1399619579315186	4.769616603851318	0.73046875	0.14453125	0.0032
8	33	292	6.965492248535156	2.271817684173584	4.693674564361572	0.65625	0.13671875	0.0032
8	34	293	6.864554405212402	2.119494676589966	4.745059967041016	0.71484375	0.1484375	0.0032
8	35	294	7.018159866333008	2.196417808532715	4.821742057800293	0.71484375	0.12109375	0.0032
8	36	295	6.7497758865356445	2.0813052654266357	4.66847038269043	0.734375	0.16796875	0.0032
8	37	296	6.882369041442871	2.1179983615875244	4.764370441436768	0.75390625	0.10546875	0.0032
9	1	297	7.012013912200928	2.1513118743896484	4.860702037811279	0.74609375	0.08984375	0.0032
9	2	298	7.007455825805664	2.118272542953491	4.889183044433594	0.71875	0.10546875	0.0032
