epoch	batch	iter	loss total	loss act	loss place	acc act	acc place	lr
1	1	1	10.74612808227539	4.760415077209473	5.98571252822876	0.00390625	0.00390625	0.01
1	2	2	10.677092552185059	4.707769393920898	5.96932315826416	0.01953125	0.0	0.01
1	3	3	10.60400390625	4.669103145599365	5.934900760650635	0.015625	0.00390625	0.01
1	4	4	10.551724433898926	4.617256164550781	5.9344682693481445	0.01171875	0.0	0.01
1	5	5	10.533252716064453	4.61340856552124	5.919843673706055	0.01171875	0.0078125	0.01
1	6	6	10.53426742553711	4.640884876251221	5.893382549285889	0.0234375	0.0078125	0.01
1	7	7	10.489921569824219	4.6408586502075195	5.849062919616699	0.01171875	0.0078125	0.01
1	8	8	10.482760429382324	4.641270637512207	5.841489791870117	0.015625	0.00390625	0.01
1	9	9	10.4483003616333	4.599236965179443	5.849063396453857	0.01953125	0.00390625	0.01
1	10	10	10.321334838867188	4.554780006408691	5.766554355621338	0.0234375	0.0078125	0.01
1	11	11	10.333158493041992	4.545825004577637	5.7873334884643555	0.02734375	0.015625	0.01
1	12	12	10.264631271362305	4.580172538757324	5.684459209442139	0.01953125	0.0234375	0.01
1	13	13	10.237220764160156	4.546321868896484	5.690898418426514	0.03515625	0.0390625	0.01
1	14	14	10.210552215576172	4.523223400115967	5.687328338623047	0.04296875	0.04296875	0.01
1	15	15	10.21641731262207	4.540142059326172	5.67627477645874	0.02734375	0.04296875	0.01
1	16	16	10.114501953125	4.473255157470703	5.641247272491455	0.015625	0.08984375	0.01
1	17	17	10.121101379394531	4.505093574523926	5.616008281707764	0.0625	0.06640625	0.01
1	18	18	9.979201316833496	4.43569278717041	5.543508529663086	0.05078125	0.1328125	0.01
1	19	19	10.06325912475586	4.505730152130127	5.557528495788574	0.0546875	0.078125	0.01
1	20	20	9.944862365722656	4.467714309692383	5.477148056030273	0.02734375	0.109375	0.01
1	21	21	9.913055419921875	4.415314674377441	5.497740268707275	0.03515625	0.11328125	0.01
1	22	22	9.830704689025879	4.394521713256836	5.436182975769043	0.05859375	0.15234375	0.01
1	23	23	9.858335494995117	4.421443939208984	5.436891555786133	0.0703125	0.12109375	0.01
1	24	24	9.836088180541992	4.40631628036499	5.42977237701416	0.04296875	0.14453125	0.01
1	25	25	9.777589797973633	4.387030124664307	5.390560150146484	0.046875	0.14453125	0.01
1	26	26	9.688786506652832	4.3720808029174805	5.316705703735352	0.06640625	0.1640625	0.01
1	27	27	9.81052017211914	4.392481803894043	5.418038845062256	0.0546875	0.1171875	0.01
1	28	28	9.632635116577148	4.307095527648926	5.3255391120910645	0.078125	0.1875	0.01
1	29	29	9.584184646606445	4.340107440948486	5.244077205657959	0.0703125	0.23828125	0.01
1	30	30	9.585855484008789	4.32344388961792	5.262411594390869	0.0859375	0.18359375	0.01
1	31	31	9.454401969909668	4.275945663452148	5.1784563064575195	0.12109375	0.21875	0.01
1	32	32	9.490874290466309	4.283787727355957	5.207086563110352	0.1015625	0.21875	0.01
1	33	33	9.521843910217285	4.241413116455078	5.280430793762207	0.0859375	0.1796875	0.01
1	34	34	9.357027053833008	4.261473178863525	5.095553398132324	0.12890625	0.26953125	0.01
1	35	35	9.358863830566406	4.271103858947754	5.087759971618652	0.1015625	0.2734375	0.01
1	36	36	9.435796737670898	4.310229778289795	5.1255669593811035	0.078125	0.24609375	0.01
1	37	37	9.416112899780273	4.267353534698486	5.148759841918945	0.10546875	0.19140625	0.01
2	1	38	9.341611862182617	4.197287559509277	5.144323825836182	0.14453125	0.22265625	0.01
2	2	39	9.277358055114746	4.203066825866699	5.074291229248047	0.14453125	0.2109375	0.01
2	3	40	9.223766326904297	4.227217674255371	4.996549129486084	0.15625	0.2578125	0.01
2	4	41	9.047285079956055	4.1468024253845215	4.900483131408691	0.15234375	0.27734375	0.01
2	5	42	9.15003490447998	4.197007179260254	4.953027725219727	0.15625	0.25	0.01
2	6	43	9.116779327392578	4.147072792053223	4.9697065353393555	0.14453125	0.2421875	0.01
2	7	44	9.114032745361328	4.139280319213867	4.974752426147461	0.17578125	0.25390625	0.01
2	8	45	9.083755493164062	4.1074724197387695	4.976283073425293	0.1640625	0.22265625	0.01
2	9	46	8.880853652954102	4.083868503570557	4.796984672546387	0.20703125	0.28125	0.01
2	10	47	8.846349716186523	4.084444046020508	4.761905193328857	0.2109375	0.2890625	0.01
2	11	48	8.881118774414062	4.10766077041626	4.7734575271606445	0.20703125	0.26953125	0.01
2	12	49	8.695335388183594	4.0886335372924805	4.606701850891113	0.21875	0.30859375	0.01
2	13	50	8.93700122833252	4.056502342224121	4.880498886108398	0.234375	0.23046875	0.01
2	14	51	8.746792793273926	4.0010223388671875	4.745770454406738	0.26171875	0.2734375	0.01
2	15	52	8.676591873168945	4.017382621765137	4.659209728240967	0.265625	0.28515625	0.01
2	16	53	8.843923568725586	4.070014476776123	4.773909568786621	0.23046875	0.234375	0.01
2	17	54	8.635698318481445	3.9771389961242676	4.658559322357178	0.28125	0.2890625	0.01
2	18	55	8.828986167907715	3.998828172683716	4.83015775680542	0.2578125	0.23828125	0.01
2	19	56	8.695598602294922	4.009651184082031	4.685946941375732	0.28125	0.265625	0.01
2	20	57	8.442243576049805	3.9554481506347656	4.486795902252197	0.32421875	0.3125	0.01
2	21	58	8.64315128326416	3.9548635482788086	4.688287734985352	0.30078125	0.2421875	0.01
2	22	59	8.68399429321289	4.009408950805664	4.674585342407227	0.296875	0.24609375	0.01
2	23	60	8.52086067199707	3.9589250087738037	4.5619354248046875	0.30859375	0.2734375	0.01
2	24	61	8.528026580810547	3.899317741394043	4.628708839416504	0.33984375	0.28125	0.01
2	25	62	8.31190013885498	3.892801284790039	4.419098854064941	0.34375	0.28515625	0.01
2	26	63	8.361281394958496	3.888152837753296	4.473128318786621	0.31640625	0.24609375	0.01
2	27	64	8.556769371032715	3.9518682956695557	4.60490083694458	0.31640625	0.21875	0.01
2	28	65	8.405232429504395	3.904585361480713	4.500647068023682	0.3671875	0.26953125	0.01
2	29	66	8.244501113891602	3.8622207641601562	4.382280349731445	0.38671875	0.3046875	0.01
2	30	67	8.423415184020996	3.852369785308838	4.571045398712158	0.34765625	0.234375	0.01
2	31	68	8.25684642791748	3.8465030193328857	4.410343647003174	0.421875	0.26953125	0.01
2	32	69	8.31821060180664	3.7958426475524902	4.52236795425415	0.35546875	0.24609375	0.01
2	33	70	8.10724925994873	3.8022310733795166	4.305017948150635	0.42578125	0.30078125	0.01
2	34	71	8.21346664428711	3.812919855117798	4.400546550750732	0.4453125	0.29296875	0.01
2	35	72	8.354536056518555	3.773052215576172	4.581484317779541	0.4609375	0.23828125	0.01
2	36	73	8.125465393066406	3.722872734069824	4.402592182159424	0.48046875	0.25	0.01
2	37	74	8.2421875	3.736098527908325	4.506088733673096	0.45703125	0.234375	0.01
3	1	75	8.052967071533203	3.666966438293457	4.386001110076904	0.4921875	0.26953125	0.01
3	2	76	8.072900772094727	3.750580072402954	4.322320461273193	0.43359375	0.28515625	0.01
3	3	77	8.234819412231445	3.781100273132324	4.453719615936279	0.41015625	0.26171875	0.01
3	4	78	8.097189903259277	3.719541311264038	4.377648830413818	0.4375	0.28515625	0.01
3	5	79	7.792728900909424	3.726541042327881	4.066187858581543	0.39453125	0.328125	0.01
3	6	80	7.9657793045043945	3.7034800052642822	4.262299537658691	0.4375	0.26953125	0.01
3	7	81	7.982518672943115	3.679173469543457	4.303345203399658	0.5	0.27734375	0.01
3	8	82	8.206997871398926	3.7139194011688232	4.493078231811523	0.4453125	0.2265625	0.01
3	9	83	7.763627052307129	3.648836135864258	4.114790916442871	0.5078125	0.3125	0.01
3	10	84	7.763864994049072	3.632244110107422	4.13162088394165	0.453125	0.28515625	0.01
3	11	85	7.966224193572998	3.7015953063964844	4.264628887176514	0.421875	0.26171875	0.01
3	12	86	7.9334716796875	3.626009225845337	4.307462692260742	0.5078125	0.26953125	0.01
3	13	87	7.666848182678223	3.6318438053131104	4.035004138946533	0.484375	0.328125	0.01
3	14	88	7.727845191955566	3.575667381286621	4.152177810668945	0.5546875	0.296875	0.01
3	15	89	7.755585670471191	3.595372200012207	4.160213470458984	0.515625	0.3125	0.01
3	16	90	7.867158889770508	3.570617437362671	4.296541690826416	0.58203125	0.25390625	0.01
3	17	91	7.849512100219727	3.574444532394409	4.275067329406738	0.53515625	0.25	0.01
3	18	92	7.672908782958984	3.5128681659698486	4.160040378570557	0.59765625	0.30859375	0.01
3	19	93	7.736205101013184	3.541196584701538	4.195008754730225	0.55859375	0.2734375	0.01
3	20	94	7.415624141693115	3.504727602005005	3.9108965396881104	0.58203125	0.34375	0.01
3	21	95	7.699616432189941	3.551107168197632	4.148509502410889	0.53515625	0.29296875	0.01
3	22	96	7.52193021774292	3.500430107116699	4.021500110626221	0.52734375	0.27734375	0.01
3	23	97	7.791747093200684	3.4930617809295654	4.298685073852539	0.54296875	0.2421875	0.01
3	24	98	7.706322193145752	3.4664173126220703	4.239904880523682	0.59375	0.2578125	0.01
3	25	99	7.855036735534668	3.54179048538208	4.313246250152588	0.578125	0.2578125	0.01
3	26	100	7.426571846008301	3.4364514350891113	3.9901201725006104	0.59765625	0.3125	0.01
3	27	101	7.494989395141602	3.442247152328491	4.052742004394531	0.62109375	0.3125	0.01
3	28	102	7.718960762023926	3.416989803314209	4.301970958709717	0.6328125	0.25	0.01
3	29	103	7.554381370544434	3.400944709777832	4.153436660766602	0.62890625	0.296875	0.01
3	30	104	7.518291473388672	3.4540555477142334	4.064235687255859	0.62109375	0.296875	0.01
3	31	105	7.462957382202148	3.414036273956299	4.04892110824585	0.58984375	0.30078125	0.01
3	32	106	7.526110649108887	3.389620542526245	4.136490345001221	0.56640625	0.265625	0.01
3	33	107	7.464350700378418	3.3852899074554443	4.0790605545043945	0.60546875	0.2734375	0.01
3	34	108	7.423235893249512	3.370884656906128	4.052351474761963	0.6171875	0.29296875	0.01
3	35	109	7.486176490783691	3.355100393295288	4.131075859069824	0.62109375	0.2734375	0.01
3	36	110	7.313733100891113	3.3640244007110596	3.949708938598633	0.6015625	0.3359375	0.01
3	37	111	7.322738170623779	3.350818634033203	3.971919536590576	0.59765625	0.32421875	0.01
4	1	112	7.434324264526367	3.3123130798339844	4.122011184692383	0.65234375	0.27734375	0.01
4	2	113	7.141427993774414	3.3425443172454834	3.7988834381103516	0.625	0.34765625	0.01
4	3	114	7.350936412811279	3.2376480102539062	4.113288402557373	0.6796875	0.24609375	0.01
4	4	115	7.450904369354248	3.343287467956543	4.107616901397705	0.59765625	0.27734375	0.01
4	5	116	7.038179397583008	3.2345471382141113	3.8036322593688965	0.6796875	0.33203125	0.01
4	6	117	7.13593864440918	3.3311240673065186	3.804814577102661	0.6015625	0.33984375	0.01
4	7	118	7.149142265319824	3.256237030029297	3.8929049968719482	0.66015625	0.3203125	0.01
4	8	119	7.1985368728637695	3.206268548965454	3.9922680854797363	0.6484375	0.26953125	0.01
4	9	120	7.194086074829102	3.2553415298461914	3.938744306564331	0.57421875	0.29296875	0.01
4	10	121	7.197051525115967	3.236743450164795	3.960308074951172	0.6640625	0.3046875	0.01
4	11	122	7.243443965911865	3.281749725341797	3.9616942405700684	0.63671875	0.2890625	0.01
4	12	123	7.097765922546387	3.164078712463379	3.933687210083008	0.71484375	0.30078125	0.01
4	13	124	7.030435085296631	3.210761308670044	3.819673776626587	0.6484375	0.33984375	0.01
4	14	125	7.068819999694824	3.180739641189575	3.888080596923828	0.640625	0.3125	0.01
4	15	126	7.167606353759766	3.176086902618408	3.9915194511413574	0.67578125	0.28515625	0.01
4	16	127	7.085250377655029	3.170797109603882	3.9144532680511475	0.68359375	0.27734375	0.01
4	17	128	7.047871112823486	3.2243125438690186	3.8235585689544678	0.6484375	0.33203125	0.01
4	18	129	7.117403030395508	3.214942455291748	3.9024605751037598	0.63671875	0.2890625	0.01
4	19	130	6.997489929199219	3.1479415893554688	3.849548578262329	0.66015625	0.32421875	0.01
4	20	131	7.119312763214111	3.1340417861938477	3.9852709770202637	0.625	0.31640625	0.01
4	21	132	6.999993324279785	3.150343179702759	3.8496501445770264	0.6640625	0.2734375	0.01
4	22	133	7.000691890716553	3.1465282440185547	3.854163646697998	0.67578125	0.30078125	0.01
4	23	134	6.835520267486572	3.0666401386260986	3.7688801288604736	0.68359375	0.328125	0.01
4	24	135	6.960244655609131	3.1502835750579834	3.8099610805511475	0.62890625	0.3046875	0.01
4	25	136	7.229074478149414	3.1165411472320557	4.1125335693359375	0.6796875	0.2421875	0.01
4	26	137	6.976521968841553	3.0614233016967773	3.9150986671447754	0.68359375	0.3125	0.01
4	27	138	6.732086181640625	3.0456900596618652	3.6863958835601807	0.67578125	0.36328125	0.01
4	28	139	6.991526126861572	3.1407241821289062	3.850801944732666	0.62890625	0.34765625	0.01
4	29	140	6.833652496337891	3.0280141830444336	3.805638313293457	0.6875	0.3046875	0.01
4	30	141	6.976445198059082	3.0607798099517822	3.9156651496887207	0.66796875	0.29296875	0.01
4	31	142	7.070655822753906	2.9513752460479736	4.119280815124512	0.734375	0.25390625	0.01
4	32	143	6.971827030181885	3.0209174156188965	3.9509096145629883	0.67578125	0.2734375	0.01
4	33	144	6.921084880828857	2.993971586227417	3.9271132946014404	0.67578125	0.27734375	0.01
4	34	145	6.831586837768555	2.9480676651000977	3.883519172668457	0.74609375	0.30859375	0.01
4	35	146	6.863576412200928	2.9367902278900146	3.926786184310913	0.7265625	0.296875	0.01
4	36	147	6.9149699211120605	2.991678476333618	3.9232914447784424	0.71484375	0.32421875	0.01
4	37	148	6.880321979522705	2.9501872062683105	3.9301347732543945	0.7109375	0.29296875	0.01
5	1	149	6.67686653137207	2.968687057495117	3.7081797122955322	0.6875	0.3515625	0.0032
5	2	150	6.731216907501221	2.95328950881958	3.7779273986816406	0.69140625	0.28125	0.0032
